ProductId,lenstype,Part_Description,Material_Type,Lens_Type,price
241,Shamir Attitude III Sports,Attitude III Sports 18mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"3,878.51"
242,Shamir Attitude III Sports,Attitude III Sports 18mm 1.60 Plastic Solid Tint Glacier Expression,,Rx,"3,789.73"
243,Shamir Attitude III Sports,Attitude III Sports 18mm 1.60 Plastic Solid Tint HC,,Rx,"3,789.72"
244,Shamir Attitude III Sports,Attitude III Sports 18mm 1.60 Transitions Grey  Glacier Plus UV,Transitions,Rx,"5,046.73"
245,Shamir Attitude III Sports,Attitude III Sports 18mm 1.67 Transitions Grey Glacier Expression,Transitions,Rx,"6,289.73"
246,Shamir Attitude III Sports,Attitude III Sports 18mm 1.67 Transitions XTRActive Grey Glacier Expression,Transitions XTRActive Grey,,"6,443.93"
247,Shamir Attitude III SV,Attitude III SV 1.50  Plastic Clear Glacier Plus UV,Clear,Rx,"1,383.18"
248,Shamir Attitude III SV,Attitude III SV 1.50  Plastic Clear Glacier Plus UV,Clear,Rx,
249,Shamir Attitude III SV,Attitude III SV 1.50  Plastic Gradient Tint Glacier Plus UV,,Rx,"1,453.28"
250,Shamir Attitude III SV,Attitude III SV 1.50 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"1,542.06"
251,Shamir Attitude III SV,Attitude III SV 1.50 Drivewear Glacier Expression,,Rx,"2,710.28"
252,Shamir Attitude III SV,Attitude III SV 1.50 NuPolar Brown  Glacier Plus UV,,Rx,"2,476.64"
253,Shamir Attitude III SV,Attitude III SV 1.50 NuPolar Brown  Glacier Plus UV,,Rx,
254,Shamir Attitude III SV,Attitude III SV 1.50 NuPolar Grey  Glacier Plus UV,,Rx,"2,476.64"
255,Shamir Attitude III SV,Attitude III SV 1.50 NuPolar Grey  Glacier Plus UV,,Rx,
256,Shamir Attitude III SV,Attitude III SV 1.50 NuPolar Grey  Glacier Sun UV,,Rx,"2,710.28"
257,Shamir Attitude III SV,Attitude III SV 1.50 Plastic Clear Anti-Blue Glacier Plus,Blue Zero,Rx,"1,682.24"
258,Shamir Attitude III SV,Attitude III SV 1.50 Plastic Clear Glacier Expression,Plastic,,"1,696.27"
259,Shamir Attitude III SV,Attitude III SV 1.50 Plastic Solid Tint Glacier Expression,,Rx,"1,612.15"
260,Shamir Attitude III SV,Attitude III SV 1.50 Plastic Solid Tint Glacier Plus UV,,Rx,"1,453.27"
261,Shamir Attitude III SV,Attitude III SV 1.50 Plastic Solid Tint Power Silver Mirror,,Rx,"1,845.80"
262,Shamir Attitude III SV,Attitude III SV 1.50 Transitions Brown Glacier Plus UV,Transitions,Rx,"2,710.28"
263,Shamir Attitude III SV,Attitude III SV 1.53 NXT Polar Varia Grey Glacier Plus,,Rx,"2,943.93"
264,Shamir Attitude III SV,Attitude III SV 1.53 Trivex Clear Glacier Plus UV,Clear,Rx,"2,009.35"
265,Shamir Attitude III SV,Attitude III SV 1.53 Trivex Solid Tint Glacier Plus,,Rx,"2,079.45"
266,Shamir Attitude III SV,Attitude III SV 1.53 Trivex Solid Tint Mirror Silver,Trivex,Rx,"2,313.08"
267,Shamir Attitude III SV,Attitude III SV 1.53 Trivex Transitions 8 Grey Glacier Expression,Transitions,Rx,"3,177.57"
268,Shamir Attitude III SV,Attitude III SV 1.53 Trivex Transitions XTRActive Grey Glacier Plus,Transitions,Rx,"3,177.57"
269,Shamir Attitude III SV,Attitude III SV 1.59  Polycarbonate Clear Glacier Plus UV,Clear,Rx,"2,009.35"
270,Shamir Attitude III SV,Attitude III SV 1.59 Polycarbonate Clear Anti-Blue Glacier Plus,Blue Zero,Rx,"2,149.54"
271,Shamir Attitude III SV,Attitude III SV 1.59 Polycarbonate Polarized Brown Glacier Plus,,Rx,"2,943.93"
272,Shamir Attitude III SV,Attitude III SV 1.59 Polycarbonate Transitions Grey  Glacier Plus UV,Transitions,Rx,"3,331.78"
273,Shamir Attitude III SV,Attitude III SV 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"2,163.56"
274,Shamir Attitude III SV,Attitude III SV 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"2,163.56"
275,Shamir Attitude III SV,Attitude III SV 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,
276,Shamir Attitude III SV,Attitude III SV 1.60 NuPolar Grey Glacier Expression,,Rx,"3,098.13"
277,Shamir Attitude III SV,Attitude III SV 1.60 Plastic Clear Glacier Expression,Clear,Rx,"2,009.35"
278,Shamir Attitude III SV,Attitude III SV 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,"2,009.35"
279,Shamir Attitude III SV,Attitude III SV 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,
280,Shamir Attitude III SV,Attitude III SV 1.60 Plastic Gradient Tint Glacier Expression,,Rx,"2,079.44"
281,Shamir Attitude III SV,Attitude III SV 1.60 Plastic Solid Tint Glacier Expression,,Rx,"2,079.44"
282,Shamir Attitude III SV,Attitude III SV 1.60 Plastic Solid Tint Glacier Plus+I,,Rx,"2,079.44"
283,Shamir Attitude III SV,Attitude III SV 1.60 Plastic Solid Tint HC,Plastic,Rx,"2,079.44"
284,Shamir Attitude III SV,Attitude III SV 1.60 Plastic Solid Tint Mirror Orange + Glacier,,Rx,"2,313.09"
285,Shamir Attitude III SV,Attitude III SV 1.60 Plastic Solid Tint Power Orange Mirror,,Rx,"2,313.09"
286,Shamir Attitude III SV,Attitude III SV 1.60 Transitions Amber Glacier,Transitions,Rx,"2,009.35"
287,Shamir Attitude III SV,Attitude III SV 1.60 Transitions Brown Glacier Expression,Transitions 8 Brown,Rx,"3,331.78"
288,Shamir Attitude III SV,Attitude III SV 1.60 Transitions G15 Glacier Expression,Transitions,Rx,"3,177.57"
289,Shamir Attitude III SV,Attitude III SV 1.60 Transitions Green Glacier Plus UV,Transitions,Rx,"3,331.78"
290,Shamir Attitude III SV,Attitude III SV 1.60 Transitions Grey  Glacier Plus UV,Transitions,Rx,"3,331.78"
291,Shamir Attitude III SV,Attitude III SV 1.60 Transitions Grey HC,Transitions,Rx,"2,009.35"
292,Shamir Attitude III SV,Attitude III SV 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"3,177.57"
293,Shamir Attitude III SV,Attitude III SV 1.60 Transitions XTRActive Grey Glacier Plus,Transitions,Rx,"3,331.78"
294,Shamir Attitude III SV,Attitude III SV 1.60 Transitions XTRActive Grey Glacier Plus,Transitions,Rx,
295,Shamir Attitude III SV,Attitude III SV 1.67 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"3,411.22"
296,Shamir Attitude III SV,Attitude III SV 1.67 NuPolar Grey  Power Silver Mirror,,Rx,"4,420.56"
297,Shamir Attitude III SV,Attitude III SV 1.67 NuPolar Grey Glacier Expression,0,0,"4,341.12"
298,Shamir Attitude III SV,Attitude III SV 1.67 Plastic Gradient Tint Glacier Expression,,Rx,"3,476.60"
299,Shamir Attitude III SV,Attitude III SV 1.67 Plastic Gradient Tint Glacier Plus UV,,Rx,"3,322.44"
300,Shamir Attitude III SV,Attitude III SV 1.67 Plastic Solid Tint Glacier Expression,,Rx,"3,481.32"
301,Shamir Attitude III SV,Attitude III SV 1.67 Plastic Solid Tint Glacier Plus UV,,Rx,"3,322.44"
302,Shamir Attitude III SV,Attitude III SV 1.67 Transitions Grey  Glacier Plus UV,Transitions,Rx,"4,579.44"
303,Shamir Attitude SV,Attitude SV 1.59 Polycarbonate Blue Zero Clear Glacier Plus,Blue Zero,Rx,"2,163.56"
304,Shamir Autograph Attitude,Autograph Attitude 15mm 1.60 Plastic Solid Tint Glacier Plus+I,Plastic,Rx,"1,261.68"
305,Shamir Autograph Freeframe,Autograph FreeFrame 1.50 Plastic Clear Glacier Plus+I,Clear,Rx,"1,004.79"
306,Shamir Autograph II,Autograph II 13mm 1.50 Plastic Clear Glacier Plus,Clear,Rx,"3,878.50"
307,Shamir Autograph II,Autograph II 13mm 1.50 Transitions Grey Anti-Blue Glacier Plus,Transitions,Rx,"1,269.58"
308,Shamir Autograph II,Autograph II 15mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,934.58
309,Shamir Autograph III,Autograph III 11mm 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,371.94
310,Shamir Autograph III,Autograph III 13mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"4,654.21"
311,Shamir Autograph III,Autograph III 15mm 1.50 Plastic Clear Glacier Plus UV,Clear,Rx,"3,878.51"
312,Shamir Autograph III,Autograph III 15mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"4,654.21"
313,Shamir Autograph III,Autograph III 15mm 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,371.94
314,Shamir Autograph III,Autograph III 15mm 1.67 Plastic Clear Glacier Expression,Clear,Rx,"5,747.67"
315,Shamir Autograph III,Autograph III 15mm 1.67 Plastic Clear Glacier Plus UV,Clear,Rx,427
316,Shamir Autograph III,Autograph III 18mm 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,"4,500.00"
317,Shamir Autograph III,Autograph III 18mm 1.60 Transitions Grey Glacier Plus UV,Transitions,Rx,"1,557.63"
318,Shamir Autograph III,Autograph III D 11mm 1.50 Plastic Clear HMX,,,"3,878.51"
319,Shamir Autograph III D,Autograph III D 11mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"3,878.51"
320,Shamir Autograph III D,Autograph III D 11mm 1.50 Transitions XTRActive Brown Glacier Expression,Transitions,Rx,"5,200.94"
321,Shamir Autograph III D,Autograph III D 11mm 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"5,200.94"
322,Shamir Autograph III D,Autograph III D 11mm 1.59 Polycarbonate Transitions Grey HMX,Transitions,Rx,"4,500.00"
323,Shamir Autograph III D,Autograph III D 11mm 1.59 Polycarbonate Transitions XTRActive Grey HMX,Transitions,Rx,"4,500.00"
324,Shamir Autograph III D,Autograph III D 11mm 1.59 Transitions Green Glacier Expression,Transitions,Rx,"4,500.00"
325,Shamir Autograph III D,Autograph III D 11mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"4,500.00"
326,Shamir Autograph III D,Autograph III D 11mm 1.60 Plastic Clear HMX,Clear,Rx,"4,500.00"
327,Shamir Autograph III D,Autograph III D 11mm 1.60 Plastic Solid Tint HMX,,Rx,"4,570.09"
328,Shamir Autograph III D,Autograph III D 11mm 1.60 Transitions Amethyst Glacier Expression,Transitions,Rx,"4,500.00"
329,Shamir Autograph III D,Autograph III D 11mm 1.60 Transitions Brown Glacier Expression,Transitions,Rx,"5,822.43"
330,Shamir Autograph III D,Autograph III D 11mm 1.60 Transitions Brown HMX,Transitions,Rx,"4,500.00"
331,Shamir Autograph III D,Autograph III D 11mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"5,822.43"
332,Shamir Autograph III D,Autograph III D 11mm 1.60 Transitions Grey HMX,Transitions,Rx,"5,822.43"
333,Shamir Autograph III D,Autograph III D 11mm 1.60 Transitions XTRActive Brown HMX,Transitions XTRActive Brown,Rx,"5,822.43"
334,Shamir Autograph III D,Autograph III D 11mm 1.60 Transitions XTRActive Grey HMX,Transitions,Rx,"5,822.43"
335,Shamir Autograph III D,Autograph III D 11mm 1.67 Plastic Clear HMX,Clear,Rx,"5,747.67"
336,Shamir Autograph III D,Autograph III D 11mm 1.67 Transitions Grey Glacier Expression,Transitions,Rx,"5,747.67"
337,Shamir Autograph III D,Autograph III D 11mm 1.67 Transitions Grey HMX,Transitions,Rx,"7,070.10"
338,Shamir Autograph III D,Autograph III D 13mm 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"4,032.71"
339,Shamir Autograph III D,Autograph III D 13mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,"3,878.51"
340,Shamir Autograph III D,Autograph III D 13mm 1.50 Plastic Clear HC,,,"3,878.51"
341,Shamir Autograph III D,Autograph III D 13mm 1.50 Plastic Clear HMX,Clear,Rx,0.5
342,Shamir Autograph III D,Autograph III D 13mm 1.50 Plastic Solid Tint Glacier Expression,,Rx,"3,948.60"
343,Shamir Autograph III D,Autograph III D 13mm 1.50 Plastic Solid Tint HMX,,Rx,"3,948.60"
344,Shamir Autograph III D,Autograph III D 13mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"5,200.94"
345,Shamir Autograph III D,Autograph III D 13mm 1.50 Transitions Grey HMX,Transitions,Rx,"3,878.51"
346,Shamir Autograph III D,Autograph III D 13mm 1.50 Transitions Sapphire Glacier Expression,Transitions,Rx,"5,200.94"
347,Shamir Autograph III D,Autograph III D 13mm 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"5,200.94"
348,Shamir Autograph III D,Autograph III D 13mm 1.50 Transitions XTRActive Grey HMX,Transitions,Rx,"5,200.94"
349,Shamir Autograph III D,Autograph III D 13mm 1.50 XTRActive Polar Grey Glacier Expression,,Rx,"5,355.14"
350,Shamir Autograph III D,Autograph III D 13mm 1.53 Trivex Clear HMX,Clear,Rx,"4,500.00"
351,Shamir Autograph III D,Autograph III D 13mm 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"5,976.63"
352,Shamir Autograph III D,Autograph III D 13mm 1.59 Polycarbonate Transitions XTRActive Grey HMX,Polycarbonate Transitions XTRActive Grey,,"5,822.43"
353,Shamir Autograph III D,Autograph III D 13mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"4,032.71"
354,Shamir Autograph III D,Autograph III D 13mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"4,654.21"
355,Shamir Autograph III D,Autograph III D 13mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"4,500.00"
356,Shamir Autograph III D,Autograph III D 13mm 1.60 Plastic Clear HMX,Clear,Rx,"4,500.00"
357,Shamir Autograph III D,Autograph III D 13mm 1.60 Plastic Solid Tint HMX,,Rx,"4,570.10"
358,Shamir Autograph III D,Autograph III D 13mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"5,822.43"
359,Shamir Autograph III D,Autograph III D 13mm 1.60 Transitions Grey HMX,Transitions,Rx,"5,822.43"
360,Shamir Autograph III D,Autograph III D 13mm 1.60 Transitions Grey HMX+I,Transitions 8 Grey,Rx,"5,822.43"
361,Shamir Autograph III D,Autograph III D 13mm 1.60 Transitions Sapphire Glacier Expression,Transitions,Rx,"4,500.00"
362,Shamir Autograph III D,Autograph III D 13mm 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"7,070.09"
363,Shamir Autograph III D,Autograph III D 13mm 1.60 Transitions XTRActive Grey HMX,Transitions,Rx,"5,822.43"
364,Shamir Autograph III D,Autograph III D 13mm 1.60 XTRActive Polar Grey HMX,,Rx,"5,981.31"
365,Shamir Autograph III D,Autograph III D 13mm 1.67 Plastic Clear HMX,Clear,Rx,"5,747.67"
366,Shamir Autograph III D,Autograph III D 13mm 1.67 Plastic Solid Tint Glacier Expression,,Rx,"5,817.76"
367,Shamir Autograph III D,Autograph III D 13mm 1.67 Transitions Brown Anti-Blue,Transitions,Rx,"7,210.28"
368,Shamir Autograph III D,Autograph III D 13mm 1.67 Transitions Brown HMX,Transitions 8 Brown,,"7,070.09"
369,Shamir Autograph III D,Autograph III D 13mm 1.67 Transitions Grey HMX,Transitions 8 Grey,,"7,070.09"
370,Shamir Autograph III D,Autograph III D 13mm 1.67 Transitions Grey HMX+I,Transitions 8 Grey,,"7,070.09"
371,Shamir Autograph III D,Autograph III D 13mm 1.67 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"5,747.67"
372,Shamir Autograph III D,Autograph III D 15mm 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"4,032.71"
373,Shamir Autograph III D,Autograph III D 15mm 1.50 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"4,032.71"
374,Shamir Autograph III D,Autograph III D 15mm 1.50 NuPolar Grey Glacier Expression,,Rx,"4,967.29"
375,Shamir Autograph III D,Autograph III D 15mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,"3,878.51"
376,Shamir Autograph III D,Autograph III D 15mm 1.50 Plastic Clear HMX,Clear,Rx,0.5
377,Shamir Autograph III D,Autograph III D 15mm 1.50 Plastic Clear HMX,Clear,Rx,
378,Shamir Autograph III D,Autograph III D 15mm 1.50 Plastic Gradient Tint Glacier Expression,,Rx,"3,948.60"
379,Shamir Autograph III D,Autograph III D 15mm 1.50 Plastic Gradient Tint HMX,,Rx,"3,948.60"
380,Shamir Autograph III D,Autograph III D 15mm 1.50 Transitions Emerald Glacier Expression,Transitions,Rx,"5,200.94"
381,Shamir Autograph III D,Autograph III D 15mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"5,200.94"
382,Shamir Autograph III D,Autograph III D 15mm 1.50 Transitions Grey HMX,Transitions,Rx,"5,200.93"
383,Shamir Autograph III D,Autograph III D 15mm 1.50 Transitions Grey HMX,Transitions,Rx,
384,Shamir Autograph III D,Autograph III D 15mm 1.50 Transitions Sapphire Glacier Expression,Transitions 8 Sapphire,,"5,355.14"
385,Shamir Autograph III D,Autograph III D 15mm 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"5,200.93"
386,Shamir Autograph III D,Autograph III D 15mm 1.50 Transitions XTRActive Grey HMX,,,"5,200.93"
387,Shamir Autograph III D,Autograph III D 15mm 1.50 XTRActive Polar Grey HMX,,Rx,"5,200.93"
388,Shamir Autograph III D,Autograph III D 15mm 1.53 Trivex Clear Glacier Expression,Clear,Rx,"4,500.00"
389,Shamir Autograph III D,Autograph III D 15mm 1.59 Polycarbonate Blue Zero Clear Glacier Plus,Blue Zero,Rx,"4,654.21"
390,Shamir Autograph III D,Autograph III D 15mm 1.59 Polycarbonate Blue Zero Clear Glacier Plus,Blue Zero,Rx,
391,Shamir Autograph III D,Autograph III D 15mm 1.59 Polycarbonate Clear Glacier Expression,Clear,Rx,"4,500.00"
392,Shamir Autograph III D,Autograph III D 15mm 1.59 Polycarbonate Clear HMX,Clear,Rx,"4,500.00"
393,Shamir Autograph III D,Autograph III D 15mm 1.59 Polycarbonate Clear HMX,,,
394,Shamir Autograph III D,Autograph III D 15mm 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"5,822.43"
395,Shamir Autograph III D,Autograph III D 15mm 1.59 Polycarbonate Transitions Grey HMX,Polycarbonate Transitions 8 Grey,,"5,822.43"
396,Shamir Autograph III D,Autograph III D 15mm 1.59 Polycarbonate Transitions Grey HMX,Polycarbonate Transitions 8 Grey,,
397,Shamir Autograph III D,Autograph III D 15mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"4,654.21"
398,Shamir Autograph III D,Autograph III D 15mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"4,654.21"
399,Shamir Autograph III D,Autograph III D 15mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"4,500.00"
400,Shamir Autograph III D,Autograph III D 15mm 1.60 Plastic Clear HMX,Clear,Rx,0.5
401,Shamir Autograph III D,Autograph III D 15mm 1.60 Plastic Clear HMX,Clear,Rx,
402,Shamir Autograph III D,Autograph III D 15mm 1.60 Plastic Gradient Tint Glacier Expression,,Rx,"4,570.09"
403,Shamir Autograph III D,Autograph III D 15mm 1.60 Plastic Gradient Tint HMX,,Rx,"4,570.10"
404,Shamir Autograph III D,Autograph III D 15mm 1.60 Plastic Solid Tint Glacier Expression,,Rx,"4,570.09"
405,Shamir Autograph III D,Autograph III D 15mm 1.60 Plastic Solid Tint Mirror Gold,,Rx,"4,803.74"
406,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions Amber Glacier,,,"5,822.43"
407,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions Amber Glacier Expression,Transitions,Rx,"5,822.43"
408,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions Amethyst Glacier,Transitions,Rx,"4,500.00"
409,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions Brown Glacier Expression,Transitions,Rx,"4,500.00"
410,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions G15 HMX,Transitions,Rx,"5,822.43"
411,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"5,822.43"
412,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions Grey HMX,Transitions,Rx,"5,822.43"
413,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions Sapphire Glacier,Transitions,Rx,"4,500.00"
414,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions Sapphire Glacier Expression,Transitions 8 Sapphire,,"5,976.64"
415,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions XTRActive Brown HMX,Transitions XTRActive Brown,,"5,822.43"
416,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions XTRActive G15 Glacier Expression,Transitions,Rx,"4,500.00"
417,Shamir Autograph III D,Autograph III D 15mm 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"5,822.43"
418,Shamir Autograph III D,Autograph III D 15mm 1.60 XTRActive Polar Grey Glacier Expression,,Rx,"5,981.31"
419,Shamir Autograph III D,Autograph III D 15mm 1.67 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"5,901.87"
420,Shamir Autograph III D,Autograph III D 15mm 1.67 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"5,901.87"
421,Shamir Autograph III D,Autograph III D 15mm 1.67 Plastic Clear Glacier Expression,Plastic,,"5,901.87"
422,Shamir Autograph III D,Autograph III D 15mm 1.67 Plastic Clear HMX,Clear,Rx,0.5
423,Shamir Autograph III D,Autograph III D 15mm 1.67 Plastic Gradient Tint HMX,,,"5,817.76"
424,Shamir Autograph III D,Autograph III D 15mm 1.67 Transitions G15 HMX+I,Transitions 8 G15,,"7,070.09"
425,Shamir Autograph III D,Autograph III D 15mm 1.67 Transitions Grey Glacier Expression,Transitions,Rx,"7,070.09"
426,Shamir Autograph III D,Autograph III D 15mm 1.67 Transitions XTRActive Grey Glacier Expression,,,"7,224.30"
427,Shamir Autograph III D,Autograph III D 18mm 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"4,032.71"
428,Shamir Autograph III D,Autograph III D 18mm 1.50 Drivewear HMX,,Rx,"5,434.58"
429,Shamir Autograph III D,Autograph III D 18mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,"3,878.51"
430,Shamir Autograph III D,Autograph III D 18mm 1.50 Plastic Clear HMX,Clear,Rx,0.5
431,Shamir Autograph III D,Autograph III D 18mm 1.50 Plastic Gradient Tint Glacier Expression,,Rx,"3,948.60"
432,Shamir Autograph III D,Autograph III D 18mm 1.50 Plastic Solid Tint Glacier Expression,Plastic,,"4,102.80"
433,Shamir Autograph III D,Autograph III D 18mm 1.50 Transitions Brown Glacier Expression,Transitions,Rx,"5,200.94"
434,Shamir Autograph III D,Autograph III D 18mm 1.50 Transitions Green HMX,Transitions 8 G15,Rx,"5,200.94"
435,Shamir Autograph III D,Autograph III D 18mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"5,200.93"
436,Shamir Autograph III D,Autograph III D 18mm 1.50 Transitions Grey HMX,Transitions,Rx,"5,200.94"
437,Shamir Autograph III D,Autograph III D 18mm 1.50 Transitions XTRActive Grey Glacier Expression,Transitions XTRActive Grey,,"5,355.14"
438,Shamir Autograph III D,Autograph III D 18mm 1.53 Trivex Clear Glacier Expression,Clear,Rx,"4,500.00"
439,Shamir Autograph III D,Autograph III D 18mm 1.53 Trivex Clear HMX,Clear,Rx,"4,500.00"
440,Shamir Autograph III D,Autograph III D 18mm 1.53 Trivex Transitions Brown Glacier Expression,Transitions,Rx,"4,500.00"
441,Shamir Autograph III D,Autograph III D 18mm 1.59 Polycarbonate Clear Glacier Expression,Clear,Rx,"4,654.20"
442,Shamir Autograph III D,Autograph III D 18mm 1.59 Polycarbonate Clear HMX,Clear,Rx,"4,500.00"
443,Shamir Autograph III D,Autograph III D 18mm 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"4,500.00"
444,Shamir Autograph III D,Autograph III D 18mm 1.59 Polycarbonate Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"5,822.43"
445,Shamir Autograph III D,Autograph III D 18mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"4,654.21"
446,Shamir Autograph III D,Autograph III D 18mm 1.60 NuPolar Grey HMX,,Rx,"4,813.09"
447,Shamir Autograph III D,Autograph III D 18mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"4,500.00"
